1,1200640634,176333,72140
1,1205317038,176333,45682
1,1200640708,176333,31075
1,1195560265,176333,13778
1,1163216676,176333,10648
1,1195558973,176333,3883
1,1195559407,176333,2420
1,1200640672,176333,2259
1,1200640664,176333,1938
1,1195560352,176333,1426
0,1235101334,132434,113217
0,1235767319,132434,43362
0,1236447867,132434,6259
1,1235585874,132434,2437
0,1229729951,129278,30708
1,1229730006,129278,26295
0,1231225470,129278,16811
0,1231209775,129278,14635
0,1231209736,129278,11945
1,1229728732,129278,10632
0,1229729993,129278,8849
0,1231209766,129278,7528
0,1209727156,113237,176333
1,1208123987,113237,87505
0,1209727208,113237,45682
0,1210007072,113237,43362
1,1205682293,113237,22862
1,1210264227,113237,13937
0,1209727170,113237,1938
1,1199316218,113217,43362
1,1231570818,113217,34231
1,1243371654,113217,11219
1,1243327908,113217,10678
1,1235304890,113217,7784
1,1198531354,103981,3319
1,1142651151,95287,34494
1,1203179244,94684,7036
0,1165518283,92861,15577
1,1238053387,90918,22477
1,1237097009,90918,10686
1,1155910340,90918,9813
0,1167852200,87399,10928
0,1235876639,86230,16483
1,1246093836,80543,29204
1,1239995887,80543,14495
0,1239741349,80543,3828
0,1239743211,80543,2646
0,1235401778,69627,113217
0,1223351127,69627,43362
0,1231529834,69627,30506
1,1232414175,69627,29267
0,1229964908,69627,8849
1,1225131495,69627,2743
0,1214656981,62817,82199
0,1245378404,61774,113217
1,1246509902,61426,14002
0,1207089413,61252,113217
0,1205527024,61252,43362
0,1215440182,61252,22842
1,1215454616,61252,34697
1,1206459801,61252,19283
0,1182066030,61252,5398
1,1216145650,61252,4509
0,1203454645,61252,4361
0,1230873277,60154,113217
1,1231111294,60154,5582
1,1232640050,60154,4465
1,1232557743,60154,3287
0,1222966725,59562,16455
0,1234600630,59559,15087
1,1214797368,59553,6127
1,1212799379,58861,9804
0,1232679099,57847,113217
0,1217132890,57847,43362
1,1242605140,57847,33391
1,1221513225,57847,30975
0,1236390700,57847,7784
0,1216604858,57847,4372
1,1238369494,57847,4091
1,1235357987,57847,3287
