1,1242858689,334587,204137
1,1242858347,334587,9720
0,1225858235,328906,148555
0,1242019398,328906,127283
0,1241685292,328906,121872
1,1241685297,328906,67087
0,1242019303,328906,64448
0,1241685439,328906,46142
1,1209138598,327220,37708
1,1126878466,323439,41515
0,1195646222,323439,33632
0,1190285304,323439,5568
0,1164251673,316861,37388
1,1169490263,316861,33786
1,1232539285,311228,114395
0,1204165296,310758,224425
1,1202282367,310758,173110
1,1202261359,310758,169609
1,1236154442,310758,136532
0,1238712251,310758,133378
1,1215570511,310758,114454
1,1208660521,310758,114229
1,1202894643,310758,109314
1,1213076447,310758,89530
1,1202699916,310758,75454
1,1203941192,310758,56820
1,1208769827,310758,56752
1,1206433370,310758,56112
1,1211181439,310758,50313
1,1213840889,310758,49203
1,1208247538,310758,48316
1,1243317556,310758,46201
1,1203649804,310758,45682
0,1207099433,310758,43362
1,1212298265,310758,34697
1,1214271391,310758,27069
1,1202178987,310758,25844
1,1204080279,310758,20692
1,1204080475,310758,16255
1,1232083600,310758,15775
1,1202707000,310758,13462
1,1211878273,310758,10072
1,1207098783,310758,8849
1,1203665531,310758,3883
1,1239001510,310758,908
1,1206511565,310758,512
0,1213324075,309139,83453
0,1232631381,309139,14699
0,1232631443,309139,11187
1,1234620354,306488,72262
1,1210356329,306259,26664
1,1230438519,305182,215086
0,1221075724,305182,199201
1,1217861639,305182,190734
1,1243132440,305182,136532
1,1226544838,305182,112429
1,1221186291,305182,80922
1,1225804364,305182,62052
0,1234450017,305182,57299
1,1227536152,305182,43362
1,1234450012,305182,38766
1,1244236011,305182,38013
1,1243307773,305182,36286
1,1218807671,305182,35478
1,1231472203,305182,34231
1,1228057671,305182,19409
1,1236738400,305182,18144
1,1229884997,305182,16255
1,1234449634,305182,3138
1,1239590037,305182,56
1,1235305095,290570,84067
0,1222864821,286749,16683
0,1242670919,283305,305182
1,1240508483,283305,278040
0,1232665381,283305,173015
0,1239118065,283305,163891
0,1235676280,283305,162099
0,1233000878,283305,140385
0,1242059460,283305,135889
0,1242160399,283305,126622
0,1242059210,283305,121368
0,1243626458,283305,113217
0,1234990378,283305,112429
0,1236796437,283305,108027
0,1238002047,283305,102431
1,1235160487,283305,100221
1,1245683806,283305,90888
1,1240326073,283305,87528
0,1237320670,283305,75592
0,1242670136,283305,75180
0,1241803950,283305,74146
1,1242059292,283305,71283
0,1242845397,283305,67811
0,1243626370,283305,66044
0,1242248235,283305,61377
0,1243540017,283305,54699
0,1244148860,283305,53406
0,1235749021,283305,51006
0,1242845442,283305,43968
0,1241804889,283305,41736
1,1241458532,283305,38422
0,1243627226,283305,35914
0,1235753492,283305,35478
0,1239213918,283305,33601
0,1241458500,283305,30955
0,1240590989,283305,25886
0,1237478484,283305,25795
0,1243540237,283305,24271
0,1241112238,283305,22755
0,1241803880,283305,21840
0,1241112301,283305,21551
0,1240249649,283305,20954
1,1239989802,283305,19178
1,1235753574,283305,17667
0,1235684783,283305,16543
1,1239384566,283305,16437
0,1240933283,283305,16255
1,1239816424,283305,16060
0,1237918780,283305,15241
0,1242845423,283305,15087
1,1244227938,283305,10223
0,1239036008,283305,3826
1,1236703530,283305,2057
1,1242413753,283305,1319
0,1239895896,283305,1256
1,1242160577,283305,769
0,1241039438,283305,116
0,1206125515,280891,10998
0,1204462378,280586,11954
1,1240509134,278040,283305
0,1235163013,278040,121368
1,1239413695,278040,108027
1,1237146538,278040,102431
1,1240518550,278040,90455
1,1241276687,278040,84690
1,1236696912,278040,74146
1,1237822984,278040,45030
1,1235947132,278040,36591
1,1236954459,278040,28612
1,1237742432,278040,24820
0,1235053879,278040,21333
1,1239120495,278040,20262
1,1238596197,278040,16060
1,1242690297,278040,12727
1,1240766699,275198,14587
0,1226483496,274732,113329
0,1225123158,273825,89350
0,1234416389,273825,9447
1,1209864418,271302,38458
0,1241721475,271134,32241
0,1147137312,271118,119890
1,1149438385,271118,6126
1,1237555875,268747,113217
0,1246828977,268747,49939
1,1243720418,268747,38323
1,1242368365,268747,35478
1,1246221383,268747,33217
1,1246822029,268747,17364
1,1237708126,268747,724
1,1184019680,268307,17791
0,1232291305,266913,57299
0,1232291335,266913,35478
0,1232291259,266913,15775
0,1221670479,265514,137529
1,1194243152,263312,72145
0,1205781853,263312,71274
1,1194243135,263312,46898
1,1171519039,263312,37508
1,1190267666,263312,18111
1,1192607356,263312,15223
1,1192607345,263312,14085
1,1190267694,263312,7481
1,1192607342,263312,5373
1,1192607348,263312,1387
0,1242820737,261726,74146
0,1242006574,261726,7684
0,1243185192,258554,92144
1,1238178263,258370,11092
0,1233096711,255360,21074
1,1245358518,255352,82150
0,1220916935,255304,146759
1,1220916106,255304,83314
0,1195145882,255304,42965
1,1194384426,255304,30720
1,1202842586,255304,29333
0,1220916501,255304,12353
0,1220916646,255304,10662
0,1220916676,255304,7684
1,1220916907,255304,456
1,1196196897,254741,49346
0,1190296052,254645,149868
1,1245367523,253653,189510
1,1245367523,253653,131935
1,1224472144,253653,81161
1,1208082251,251587,90920
1,1194063731,249677,275072
1,1194548368,249677,34970
1,1192746804,249677,13778
1,1193541470,248443,28311
0,1227146215,248157,310758
0,1226698184,248157,305182
0,1215039936,248157,240016
0,1227039439,248157,224425
0,1227114652,248157,215086
