Node,Kcores,Participated,Avg_Cascade_Size
336224,4,0,0.0
215086,45,3,0.0
151094,2,14,0.0
59378,4,0,0.0
8547,4,0,0.0
336217,2,1,0.0
112748,31,0,0.0
93236,2,0,0.0
76426,1,0,0.0
69281,1,0,0.0
336216,3,6,0.0
318189,2,0,0.0
310693,2,0,0.0
289544,2,0,0.0
279379,2,3,0.0
231580,2,0,0.0
228973,3,0,0.0
195282,2,0,0.0
188532,2,0,0.0
138540,2,0,0.0
94395,2,1,0.0
88283,2,0,0.0
85449,2,0,0.0
83356,2,0,0.0
80505,20,0,0.0
71599,3,0,0.0
67960,2,0,0.0
63361,2,0,0.0
35569,2,3,0.0
27608,2,0,0.0
336215,2,4,0.0
221629,27,0,0.0
167208,1,0,0.0
336214,2,2,0.0
304998,2,0,0.0
280355,2,0,0.0
257604,20,0,0.0
213392,2,0,0.0
188499,2,2,0.0
150312,2,0,0.0
103017,2,0,0.0
59475,2,1,0.0
57026,1,0,0.0
7609,2,0,0.0
336201,2,0,0.0
253822,2,0,0.0
336200,43,0,0.0
336191,45,0,0.0
336169,2,0,0.0
335438,7,0,0.0
335381,12,0,0.0
335272,3,0,0.0
334821,10,0,0.0
334292,2,0,0.0
334153,8,0,0.0
333914,47,0,0.0
333520,25,0,0.0
333434,12,0,0.0
333413,2,0,0.0
333248,1,0,0.0
332738,10,0,0.0
332678,4,0,0.0
332211,30,0,0.0
331861,2,0,0.0
330595,9,0,0.0
330401,11,0,0.0
330208,47,29,0.0
328770,11,0,0.0
328387,41,2,0.0
327579,10,0,0.0
327385,2,0,0.0
327267,35,3,0.0
327205,47,8,0.0
326891,47,67,0.0
324953,25,0,0.0
324819,2,0,0.0
324438,16,0,0.0
324212,27,1,0.0
322928,37,3,0.0
322918,2,0,0.0
322863,2,1,0.0
322741,7,0,0.0
322734,14,0,0.0
322070,12,0,0.0
322025,2,0,0.0
321735,47,82,507.5
321583,2,0,0.0
320994,10,2,0.0
320958,45,0,0.0
320922,13,0,0.0
319788,9,0,0.0
319719,6,0,0.0
319399,47,72,0.0
317856,7,0,0.0
317281,8,0,0.0
316913,9,1,0.0
315577,2,0,0.0
315341,6,0,0.0
315266,4,0,0.0
315194,2,0,0.0
314945,4,0,0.0
314829,8,0,0.0
314660,4,0,0.0
314037,19,0,0.0
313926,16,8,0.0
313707,6,0,0.0
313120,10,0,0.0
312715,2,0,0.0
312500,2,0,0.0
311757,3,0,0.0
310909,2,0,0.0
310799,43,8,0.0
310550,6,0,0.0
310449,8,0,0.0
309986,4,0,0.0
309715,47,33,367.0
309707,9,0,0.0
309599,4,0,0.0
309290,17,0,0.0
308793,6,0,0.0
308626,6,0,0.0
308012,5,0,0.0
307845,4,0,0.0
306916,6,0,0.0
306676,27,0,0.0
306639,18,0,0.0
306508,2,0,0.0
306365,4,0,0.0
306169,3,0,0.0
305992,12,0,0.0
304742,9,0,0.0
304479,4,0,0.0
304320,5,0,0.0
304238,10,0,0.0
304206,6,0,0.0
302877,5,0,0.0
302616,12,0,0.0
302342,16,0,0.0
302109,9,0,0.0
301139,4,0,0.0
300568,18,1,0.0
300405,12,0,0.0
300292,4,0,0.0
299488,8,0,0.0
