Node,Kcores,Participated,Avg_Cascade_Size
334587,3,2,0.0
204137,3,0,0.0
9720,3,7,0.0
334238,1,2,0.0
220471,1,0,0.0
333883,7,0,0.0
192457,2,0,0.0
175838,1,0,0.0
147788,2,0,0.0
126436,8,0,0.0
91885,6,0,0.0
88623,2,0,0.0
43356,1,0,0.0
41256,1,1,0.0
31354,32,0,0.0
31075,36,0,0.0
24636,1,0,0.0
14700,1,0,0.0
8289,10,0,0.0
332894,2,0,0.0
213688,2,0,0.0
25694,2,0,0.0
332651,1,1,0.0
87165,1,7,0.0
328906,2,0,0.0
268226,2,0,0.0
148555,1,0,0.0
127283,1,0,0.0
121872,1,0,0.0
76585,1,0,0.0
73594,1,0,0.0
67087,4,0,0.0
66613,1,0,0.0
65457,1,0,0.0
64983,1,0,0.0
64496,1,0,0.0
64448,1,0,0.0
46142,1,0,0.0
34046,1,0,0.0
17478,1,0,0.0
328575,36,0,0.0
330595,27,0,0.0
285735,19,0,0.0
259585,2,0,0.0
229890,36,2,0.0
226747,42,0,0.0
190754,15,0,0.0
190043,4,0,0.0
179355,34,0,0.0
166063,30,0,0.0
164648,50,2,418.0
161423,17,0,0.0
143787,36,0,0.0
142624,49,1,0.0
134594,10,0,0.0
132192,32,0,0.0
129356,38,0,0.0
128786,38,0,0.0
118865,37,0,0.0
114229,54,4,0.0
105679,38,0,0.0
98373,34,0,0.0
91187,34,0,0.0
90237,22,0,0.0
80505,42,0,0.0
79615,41,0,0.0
76769,54,0,0.0
76750,3,0,0.0
68158,38,0,0.0
60557,3,0,0.0
59788,3,0,0.0
58324,54,178,2467.0
45948,48,2,0.0
40561,18,0,0.0
34762,1,0,0.0
34587,42,0,0.0
33632,21,0,0.0
29617,18,0,0.0
28251,42,0,0.0
22914,52,4,0.0
18487,38,0,0.0
18295,30,0,0.0
14211,54,4,0.0
11948,2,0,0.0
8495,4,0,0.0
7125,36,15,0.0
6460,36,52,0.0
1169,9,0,0.0
328072,2,2,0.0
139392,2,0,0.0
327933,2,0,0.0
157973,2,0,0.0
327220,2,10,0.0
127771,54,117,1481.25
37708,2,0,0.0
326400,2,1,0.0
79985,2,0,0.0
324882,6,3,0.0
206535,3,0,0.0
189533,6,0,0.0
99713,21,0,0.0
59092,31,22,0.0
323439,5,0,0.0
41515,15,0,0.0
5568,1,0,0.0
323095,5,0,0.0
184857,4,12,0.0
144377,5,0,0.0
130643,39,0,0.0
119265,4,0,0.0
27056,1,0,0.0
9447,31,0,0.0
322942,2,5,0.0
134798,2,0,0.0
63459,1,0,0.0
8211,1,0,0.0
322897,2,0,0.0
2089,2,0,0.0
322647,2,1,0.0
262993,2,0,0.0
134311,1,0,0.0
322556,2,7,0.0
105511,2,0,0.0
321881,2,1,0.0
185186,2,0,0.0
321108,21,5,0.0
332876,25,0,0.0
228819,27,0,0.0
196099,2,0,0.0
160415,10,0,0.0
151612,36,0,0.0
149180,1,0,0.0
147409,6,0,0.0
115076,54,52,539.1764705882352
113512,2,0,0.0
112656,54,203,389.2
107179,1,0,0.0
86391,34,0,0.0
81297,29,4,0.0
76827,17,77,0.0
74870,2,2,0.0
72262,43,108,0.0
68582,1,0,0.0
57923,4,6,0.0
52409,54,132,327.4
48316,45,0,0.0
46201,54,206,522.8571428571429
43051,1,0,0.0
42012,8,10,0.0
39679,9,7,0.0
37150,16,0,0.0
35478,54,235,583.9310344827586
34426,5,0,0.0
29359,21,0,0.0
24734,1,0,0.0
23246,3,0,0.0
23243,1,0,0.0
23240,1,0,0.0
23232,1,0,0.0
23225,2,0,0.0
23212,3,0,0.0
23211,1,0,0.0
23208,1,0,0.0
20457,1,0,0.0
13737,49,0,0.0
10334,10,0,0.0
10223,54,171,616.8
7483,23,0,0.0
3226,27,0,0.0
321009,3,1,0.0
48806,12,0,0.0
320764,2,0,0.0
40783,52,17,0.0
319252,13,7,0.0
253630,37,31,0.0
188252,15,0,0.0
87364,8,0,0.0
72145,45,0,0.0
66001,12,0,0.0
50071,13,0,0.0
41359,18,0,0.0
34326,10,0,0.0
5021,26,0,0.0
4805,32,47,0.0
1993,8,0,0.0
319192,1,0,0.0
30625,6,0,0.0
319066,1,0,0.0
120210,1,0,0.0
318851,1,1,0.0
318667,1,0,0.0
166895,54,287,619.4705882352941
317966,1,13,0.0
15960,4,0,0.0
317950,5,22,0.0
273786,2,4,0.0
1872,1,0,0.0
317567,1,0,0.0
317173,1,8,0.0
93620,1,10,0.0
316873,2,1,0.0
157576,2,0,0.0
76051,2,0,0.0
316861,2,1,0.0
37388,2,0,0.0
33786,2,0,0.0
315845,1,3,0.0
68828,1,0,0.0
315710,1,0,0.0
73787,12,0,0.0
315469,1,0,0.0
12861,1,0,0.0
315366,1,0,0.0
315096,4,1,0.0
124398,2,1,0.0
95039,1,0,0.0
35721,28,0,0.0
33994,42,3,0.0
15652,2,0,0.0
315013,2,0,0.0
63949,2,0,0.0
314439,2,0,0.0
15674,2,0,0.0
313760,20,0,0.0
257080,4,0,0.0
