Node,Kcores,Participated,Avg_Cascade_Size
336224,6,0,0.0
266641,6,0,0.0
215086,58,9,0.0
151094,4,26,0.0
59378,7,0,0.0
8547,4,0,0.0
336217,3,1,0.0
112748,41,0,0.0
93236,2,0,0.0
76426,1,0,0.0
69281,1,0,0.0
336216,4,13,0.0
318189,2,0,0.0
310693,2,0,0.0
289544,2,0,0.0
279379,2,3,0.0
231580,2,0,0.0
228973,5,0,0.0
195282,4,0,0.0
188532,2,0,0.0
138540,2,0,0.0
94395,2,3,0.0
88283,2,0,0.0
85449,2,0,0.0
83356,2,0,0.0
80505,27,0,0.0
71599,3,0,0.0
67960,2,0,0.0
63361,2,0,0.0
35569,2,6,0.0
27608,2,0,0.0
336215,2,4,0.0
221629,40,0,0.0
167208,1,0,0.0
336214,2,1,0.0
304998,2,0,0.0
280355,2,0,0.0
257604,26,0,0.0
213392,2,0,0.0
188499,2,4,0.0
150312,2,0,0.0
103017,2,0,0.0
59475,2,7,0.0
57026,1,0,0.0
7609,2,0,0.0
336201,2,1,0.0
253822,2,0,0.0
336200,53,0,0.0
336191,54,3,0.0
336169,4,0,0.0
335438,12,0,0.0
335381,14,0,0.0
335272,3,0,0.0
334821,14,0,0.0
334292,6,0,0.0
334153,14,0,0.0
333914,59,4,0.0
333520,31,0,0.0
333434,15,0,0.0
333413,4,0,0.0
333248,1,0,0.0
332738,17,0,0.0
332678,10,0,0.0
332211,40,0,0.0
331861,4,0,0.0
330595,14,0,0.0
330401,13,0,0.0
330208,59,65,0.0
328770,11,0,0.0
328387,53,3,0.0
327579,13,0,0.0
327385,2,0,0.0
327267,40,0,0.0
327205,59,14,0.0
326891,59,109,0.0
324953,38,0,0.0
324819,4,0,0.0
324438,22,0,0.0
324212,38,1,0.0
322928,44,2,0.0
322918,2,0,0.0
322863,2,1,0.0
322741,11,0,0.0
322734,19,0,0.0
322070,14,0,0.0
322025,2,0,0.0
321735,59,148,762.0
321583,2,0,0.0
320994,15,10,0.0
320958,54,0,0.0
320922,18,0,0.0
319788,13,0,0.0
319719,8,0,0.0
319399,59,166,0.0
317856,26,0,0.0
317281,10,0,0.0
316913,48,0,0.0
315577,2,0,0.0
315341,6,0,0.0
315266,6,0,0.0
315194,2,0,0.0
314945,4,0,0.0
314829,17,0,0.0
314660,5,0,0.0
314037,45,2,0.0
313926,56,22,0.0
313707,11,0,0.0
313120,16,0,0.0
312715,2,0,0.0
312500,6,0,0.0
311757,5,0,0.0
310909,42,0,0.0
310799,59,22,0.0
310550,55,3,0.0
310449,10,0,0.0
309986,10,0,0.0
309715,59,132,295.5
309707,10,0,0.0
309599,8,0,0.0
309290,22,0,0.0
308793,8,0,0.0
308626,13,0,0.0
308012,5,0,0.0
307845,4,0,0.0
306916,9,1,0.0
306676,39,0,0.0
306639,22,0,0.0
306508,6,0,0.0
306365,8,0,0.0
306169,4,0,0.0
305992,20,0,0.0
304742,9,0,0.0
304479,6,0,0.0
304320,18,0,0.0
304238,22,0,0.0
304206,7,0,0.0
302877,7,0,0.0
302616,16,0,0.0
302342,26,0,0.0
302109,10,0,0.0
301139,13,0,0.0
300568,24,2,0.0
300405,16,0,0.0
300292,8,0,0.0
299488,10,0,0.0
299481,32,1,0.0
299351,10,183,0.0
298760,25,3,0.0
298741,13,0,0.0
298286,5,15,0.0
298192,8,0,0.0
298019,16,1,0.0
297939,36,0,0.0
297753,48,0,0.0
297749,8,0,0.0
297402,4,0,0.0
297196,31,0,0.0
296942,6,4,0.0
296485,14,0,0.0
296092,14,0,0.0
296086,9,0,0.0
295673,3,0,0.0
295226,14,0,0.0
295214,5,0,0.0
295168,33,0,0.0
294465,27,0,0.0
294358,24,0,0.0
292729,15,0,0.0
292631,35,0,0.0
292554,18,10,0.0
292258,59,50,1022.6
292175,1,0,0.0
292114,18,0,0.0
291918,35,0,0.0
291336,3,0,0.0
291287,29,0,0.0
290022,10,0,0.0
289156,4,0,0.0
287610,10,0,0.0
287453,6,0,0.0
287433,59,92,520.0
286947,2,5,0.0
286863,12,0,0.0
286278,10,0,0.0
286171,16,0,0.0
286170,13,0,0.0
285910,2,0,0.0
285515,6,0,0.0
285376,5,0,0.0
284697,21,0,0.0
284233,34,6,0.0
284070,21,0,0.0
283093,19,0,0.0
282248,19,0,0.0
281939,4,0,0.0
281818,19,2,0.0
281485,5,0,0.0
281419,2,0,0.0
280254,23,0,0.0
280075,12,0,0.0
279954,10,0,0.0
279306,6,0,0.0
279060,16,0,0.0
278972,4,0,0.0
278783,40,0,0.0
278382,14,0,0.0
278211,10,0,0.0
277286,22,0,0.0
276158,4,0,0.0
275477,19,0,0.0
275183,3,0,0.0
275122,2,0,0.0
274833,12,0,0.0
274581,5,0,0.0
274363,6,0,0.0
273947,1,4,0.0
273942,39,6,0.0
273531,12,0,0.0
273360,2,0,0.0
273301,2,0,0.0
273263,3,0,0.0
272877,6,0,0.0
272553,16,0,0.0
272118,5,14,0.0
271719,16,3,0.0
270640,3,0,0.0
270322,29,0,0.0
269747,6,1,0.0
269549,58,14,1348.3333333333333
268440,31,0,0.0
268179,15,0,0.0
267787,21,0,0.0
266835,2,0,0.0
266369,30,0,0.0
266355,54,31,0.0
266262,14,0,0.0
266106,2,132,0.0
265677,2,0,0.0
265301,12,0,0.0
265221,15,0,0.0
264401,2,0,0.0
264345,4,0,0.0
263398,44,16,0.0
263139,6,0,0.0
262665,9,0,0.0
260716,23,0,0.0
260705,10,0,0.0
259781,7,0,0.0
259483,4,0,0.0
259247,23,16,0.0
258008,10,0,0.0
257994,11,0,0.0
257873,10,0,0.0
257805,4,0,0.0
257765,2,0,0.0
257696,59,148,330.0
257520,20,0,0.0
257193,42,0,0.0
257001,46,32,0.0
256970,8,0,0.0
256513,15,0,0.0
256025,15,0,0.0
255985,10,0,0.0
255034,1,4,0.0
254929,10,0,0.0
254601,17,0,0.0
254512,24,0,0.0
253926,2,0,0.0
253593,21,0,0.0
253331,28,0,0.0
253206,8,0,0.0
252628,16,0,0.0
252474,12,0,0.0
251530,12,0,0.0
251296,5,0,0.0
251269,12,0,0.0
250989,3,0,0.0
250751,17,0,0.0
250727,16,1,0.0
250715,8,0,0.0
250087,9,0,0.0
249518,21,0,0.0
249371,22,0,0.0
249366,19,0,0.0
249232,4,0,0.0
249052,14,0,0.0
248897,3,0,0.0
248655,14,0,0.0
247871,21,0,0.0
246569,22,0,0.0
246250,16,0,0.0
246045,8,0,0.0
245937,6,0,0.0
245603,14,0,0.0
245576,17,0,0.0
245126,4,0,0.0
244462,19,0,0.0
244109,17,0,0.0
243626,29,0,0.0
243358,4,0,0.0
243127,13,0,0.0
242300,56,105,0.0
242251,2,0,0.0
241490,4,0,0.0
241256,6,0,0.0
241067,6,5,0.0
241023,19,0,0.0
240822,18,0,0.0
239956,2,0,0.0
239318,6,0,0.0
238630,24,0,0.0
238486,11,0,0.0
238480,6,0,0.0
237307,10,0,0.0
237080,2,0,0.0
236977,15,0,0.0
236531,8,0,0.0
235630,9,0,0.0
235564,59,93,0.0
235024,18,0,0.0
233780,3,0,0.0
233686,8,0,0.0
232798,13,0,0.0
232157,4,0,0.0
231954,15,2,0.0
231600,4,0,0.0
231431,8,0,0.0
231081,34,1,0.0
231044,23,0,0.0
