122765,333807,314
122765,312497,314
122765,263856,314
122765,263856,314
122765,333807,314
122765,9386,314
122765,137872,314
122765,298505,314
122765,312497,314
122765,120100,314
122765,20413,314
122765,312497,314
122765,333807,314
122765,75716,314
122765,333807,314
122765,287541,314
122765,333807,314
122765,312497,314
122765,333807,314
122765,312497,314
122765,333807,314
122765,137872,314
122765,333807,314
122765,312497,314
122765,263856,314
122765,333807,314
122765,263856,314
122765,323695,314
122765,161333,314
122765,333807,314
122765,263856,314
122765,134336,314
122765,312497,314
122765,242230,314
122765,310316,314
122765,333807,314
122765,312497,314
122765,333807,314
122765,43362,314
122765,263856,314
122765,333807,314
122765,312497,314
122765,216283,314
122765,263856,314
122765,333807,314
122765,312497,314
122765,333807,314
122765,74277,314
122765,783,314
122765,312497,314
122765,75716,314
122765,333807,314
122765,333807,314
122765,273934,314
122765,333807,314
122765,312497,314
122765,137872,314
122765,333807,314
122765,333807,314
122765,103354,314
122765,333807,314
122765,333807,314
122765,333807,314
122765,97470,314
122765,333807,314
122765,312497,314
122765,312497,314
122765,74277,314
122765,137872,314
122765,333807,314
122765,161333,314
122765,333807,314
122765,312497,314
122765,263856,314
122765,263856,314
122765,312497,314
122765,312497,314
122765,333807,314
122765,220371,314
122765,137872,314
122765,333807,314
122765,300602,314
122765,310316,314
122765,148907,314
122765,312497,314
122765,263856,314
122765,273934,314
122765,263856,314
122765,263856,314
122765,333807,314
122765,333807,314
122765,312497,314
122765,189978,314
122765,333807,314
122765,120100,314
122765,263856,314
122765,100009,314
122765,333807,314
122765,312497,314
122765,333807,314
122765,333807,314
122765,263856,314
122765,192992,314
122765,233631,314
122765,312497,314
122765,333807,314
122765,73067,314
122765,333807,314
122765,263856,314
122765,144296,314
122765,333807,314
122765,333807,314
122765,333807,314
122765,256374,314
122765,263856,314
122765,161191,314
122765,211409,314
122765,201026,314
122765,312497,314
122765,140132,314
122765,219948,314
122765,33391,314
122765,333807,314
122765,74538,314
122765,333807,314
122765,13361,314
122765,333807,314
122765,257206,314
122765,220371,314
122765,310316,314
122765,333807,314
122765,155507,314
122765,312497,314
122765,333807,314
122765,192992,314
122765,74277,314
122765,263856,314
122765,333807,314
122765,263856,314
122765,75716,314
122765,263856,314
122765,5735,314
122765,263856,314
122765,333807,314
122765,120100,314
122765,312497,314
122765,263856,314
122765,263856,314
122765,43362,314
122765,291365,314
122765,312497,314
122765,112335,314
122765,310316,314
122765,99387,314
122765,312497,314
122765,99387,314
122765,312497,314
122765,333807,314
122765,333807,314
122765,62302,314
122765,310316,314
122765,6237,314
122765,233739,314
122765,279279,314
122765,75716,314
122765,263856,314
122765,263856,314
122765,333807,314
122765,333807,314
122765,119333,314
122765,333807,314
122765,137872,314
122765,228731,314
122765,263856,314
122765,333807,314
122765,263856,314
122765,312497,314
122765,96523,314
122765,333807,314
122765,74277,314
122765,333807,314
122765,333807,314
122765,73067,314
122765,310316,314
122765,263856,314
122765,273934,314
122765,263856,314
122765,333807,314
122765,333807,314
122765,333807,314
122765,333807,314
122765,189978,314
122765,333807,314
122765,103354,314
122765,161191,314
122765,333807,314
122765,74277,314
122765,263856,314
122765,333807,314
122765,184952,314
122765,20413,314
122765,68135,314
122765,263856,314
122765,200317,314
122765,43362,314
122765,73067,314
122765,75716,314
122765,29255,314
122765,263856,314
122765,62302,314
122765,75716,314
122765,333807,314
122765,263856,314
122765,310316,314
122765,43362,314
122765,89239,314
122765,6820,314
122765,287041,314
122765,242230,314
122765,333807,314
122765,252279,314
122765,161333,314
122765,321293,314
122765,168735,314
122765,263040,314
122765,79051,314
122765,120100,314
122765,333807,314
122765,333807,314
122765,333807,314
122765,75716,314
122765,333807,314
122765,263856,314
122765,74277,314
122765,3023,314
122765,161333,314
122765,333807,314
122765,292389,314
122765,136953,314
122765,312497,314
122765,333807,314
122765,120100,314
122765,333807,314
122765,783,314
122765,263856,314
122765,333807,314
122765,263856,314
122765,29689,314
122765,312527,314
122765,121990,314
122765,312497,314
122765,184952,314
122765,255573,314
122765,73067,314
122765,310316,314
122765,312497,314
122765,333807,314
122765,145991,314
122765,263856,314
122765,60385,314
122765,73067,314
122765,144296,314
122765,333807,314
122765,333807,314
122765,151618,314
122765,253378,314
122765,73067,314
122765,333807,314
122765,263856,314
122765,333807,314
122765,184952,314
122765,73067,314
122765,219516,314
122765,263856,314
122765,323695,314
122765,312497,314
122765,333807,314
122765,250700,314
122765,62302,314
122765,333807,314
122765,310316,314
122765,333807,314
122765,263856,314
122765,312497,314
122765,333807,314
122765,333807,314
122765,73067,314
122765,333807,314
122765,62302,314
122765,333807,314
122765,333807,314
122765,132740,314
122765,75716,314
122765,263856,314
122765,333807,314
